"","X1","DGUID","PCNAME","LANDAREA","PRUID","GEO_NAME","C1_COUNT_TOTAL_Population..2021","C1_COUNT_TOTAL_Population..2016","C1_COUNT_TOTAL_Population.percentage.change..2016.to.2021","C1_COUNT_TOTAL_Total.private.dwellings","C1_COUNT_TOTAL_Private.dwellings.occupied.by.usual.residents","C1_COUNT_TOTAL_Population.density.per.square.kilometre","C1_COUNT_TOTAL_Land.area.in.square.kilometres","C1_COUNT_TOTAL_65.years.and.over","C1_COUNT_TOTAL_Median.age.of.the.population","C1_COUNT_TOTAL_Total...Occupied.private.dwellings.by.structural.type.of.dwelling...100..data","C1_COUNT_TOTAL_Single.detached.house","C1_COUNT_TOTAL_Average.household.size","C1_COUNT_TOTAL_Married.or.living.common.law","C1_COUNT_TOTAL_Average.number.of.children.in.census.families.with.children","C1_COUNT_TOTAL_Multigenerational.households","C1_COUNT_TOTAL_Median.total.income.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.after.tax.income.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.government.transfers.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.employment.insurance.benefits.in.2020.among.recipients....","C1_COUNT_TOTAL_Average.total.income.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.total.income.in.2019.among.recipients....","C1_COUNT_TOTAL_Median.after.tax.income.in.2019.among.recipients....","C1_COUNT_TOTAL_Median.government.transfers.in.2019.among.recipients....","C1_COUNT_TOTAL_Median.employment.insurance.benefits.in.2019.among.recipients....","C1_COUNT_TOTAL_Indigenous.identity","C1_COUNT_TOTAL_Registered.or.Treaty.Indian","C1_COUNT_TOTAL_Total...Private.households.by.tenure...25..sample.data","C1_COUNT_TOTAL_Owner","C1_COUNT_TOTAL_Renter","C1_COUNT_TOTAL_Total...Occupied.private.dwellings.by.housing.indicators...25..sample.data","C1_COUNT_TOTAL_Spending.30..or.more.of.income.on.shelter.costs.only","C1_COUNT_TOTAL_Median.monthly.shelter.costs.for.owned.dwellings....","C1_COUNT_TOTAL_Average.monthly.shelter.costs.for.owned.dwellings....","C1_COUNT_TOTAL_Median.value.of.dwellings....","C1_COUNT_TOTAL_Average.value.of.dwellings....","C1_COUNT_TOTAL_Median.monthly.shelter.costs.for.rented.dwellings....","C1_COUNT_TOTAL_Average.monthly.shelter.costs.for.rented.dwellings....","C1_COUNT_TOTAL_Non.immigrants","C1_COUNT_TOTAL_Immigrants","C1_COUNT_TOTAL_Total.visible.minority.population","C1_COUNT_TOTAL_Total...Highest.certificate..diploma.or.degree.for.the.population.aged.15.years.and.over.in.private.households...25..sample.data","C1_COUNT_TOTAL_No.certificate..diploma.or.degree","C1_COUNT_TOTAL_High..secondary..school.diploma.or.equivalency.certificate","C1_COUNT_TOTAL_Postsecondary.certificate.or.diploma.below.bachelor.level","C1_COUNT_TOTAL_Bachelor.s.degree","C1_COUNT_TOTAL_Total...Population.aged.15.years.and.over.by.labour.force.status...25..sample.data","C1_COUNT_TOTAL_In.the.labour.force","C1_COUNT_TOTAL_Employed","C1_COUNT_TOTAL_Unemployed","C1_COUNT_TOTAL_Not.in.the.labour.force","C1_COUNT_TOTAL_Participation.rate","C1_COUNT_TOTAL_Employment.rate","C1_COUNT_TOTAL_Unemployment.rate","C1_COUNT_TOTAL_Total...Place.of.work.status.for.the.employed.labour.force.aged.15.years.and.over...25..sample.data","C1_COUNT_TOTAL_Worked.at.home","C1_COUNT_TOTAL_Worked.outside.Canada","C1_COUNT_TOTAL_No.fixed.workplace.address","C1_COUNT_TOTAL_Usual.place.of.work","C1_COUNT_TOTAL_Total...Commuting.destination.for.the.employed.labour.force.aged.15.years.and.over.with.a.usual.place.of.work...25..sample.data","C1_COUNT_TOTAL_Commute.within.census.subdivision..CSD..of.residence","C1_COUNT_TOTAL_Commute.to.a.different.census.subdivision..CSD..within.census.division..CD..of.residence","C1_COUNT_TOTAL_Commute.to.a.different.census.subdivision..CSD..and.census.division..CD..within.province.or.territory.of.residence","C1_COUNT_TOTAL_Commute.to.a.different.province.or.territory","C1_COUNT_TOTAL_Total...Main.mode.of.commuting.for.the.employed.labour.force.aged.15.years.and.over.with.a.usual.place.of.work.or.no.fixed.workplace.address...25..sample.data","C1_COUNT_TOTAL_Car..truck.or.van","C1_COUNT_TOTAL_Public.transit","C1_COUNT_TOTAL_Walked","C1_COUNT_TOTAL_Bicycle","C1_COUNT_TOTAL_Other.method","C1_COUNT_TOTAL_Total...Commuting.duration.for.the.employed.labour.force.aged.15.years.and.over.with.a.usual.place.of.work.or.no.fixed.workplace.address...25..sample.data","C1_COUNT_TOTAL_Less.than.15.minutes","C1_COUNT_TOTAL_15.to.29.minutes","C1_COUNT_TOTAL_30.to.44.minutes","C1_COUNT_TOTAL_45.to.59.minutes","C1_COUNT_TOTAL_60.minutes.and.over","C10_RATE_TOTAL_65.years.and.over","C10_RATE_TOTAL_Single.detached.house","nVets","nvets_1kmBuffer","nDentist","nDentists_1kmBuffer","nDentists_2kmBuffer","nDentists_5kmBuffer","nfuneral","nfunerals_1kmBuffer","nfunerals_2kmBuffer","nfunerals_5kmBuffer","C1_COUNT_TOTAL_Commuteout","C1_COUNT_TOTAL_Dwellingperkm","C1_COUNT_TOTAL_Dwellingperpop"
"118",118,"2021S05100607","Olds",9.5101,48,"Olds",8983,8944,0.4,3997,3722,944.6,9.51,24.1,44,3720,2290,2.3,4410,1.9,60,41600,37600,10800,5760,54350,40000,36400,5080,6120,475,145,3725,2710,1020,3725,645,1150,1368,344000,358000,1210,1246,7695,930,805,7225,1295,2195,2510,925,7225,4590,4155,430,2635,63.5,57.5,9.4,4155,495,0,560,3095,3095,2315,475,290,20,3655,3315,10,245,40,50,3655,2270,610,360,175,235,"c(NA, NA)",61.6,5,5,9,9,9,9,2,2,2,3,0.252019386106624,420.294426919033,0.414338194367138
"119",119,"2021S05100615","Osoyoos",4.2356,59,"Osoyoos",4859,4537,7.1,2919,2279,1147.2,4.24,43.7,62,2275,1245,2,2640,1.6,40,35600,32800,14800,5800,42480,33200,30600,13200,5680,180,65,2270,1785,490,2270,440,655,990,5e+05,584500,1100,1124,3550,900,420,4155,705,1475,1400,365,4155,1945,1725,225,2205,46.8,41.5,11.6,1725,185,0,280,1260,1260,870,345,35,15,1540,1260,10,225,25,25,1540,970,345,95,60,70,"c(NA, NA)",54.7,0,1,2,2,2,2,0,0,0,2,0.30952380952381,688.443396226415,0.469026548672566
"120",120,"2021S05100618","Outlook",2.8186,47,"Outlook",2112,2065,2.3,984,931,749.3,2.82,29.6,46,930,715,2.2,1005,1.9,5,38800,35200,10600,6750,48480,37200,34000,7750,7900,125,25,930,675,255,930,105,624,896,250000,252400,740,785,1805,210,205,1665,320,550,540,180,1665,915,860,50,745,55,51.7,5.5,860,90,0,140,630,630,485,95,45,0,765,650,0,110,0,0,765,530,85,60,25,65,"c(NA, NA)",76.9,2,2,1,1,1,1,2,2,2,2,0.23015873015873,348.936170212766,0.440814393939394
"121",121,"2021S05100620","Oxbow",1.1897,47,"Oxbow",1051,1126,-6.7,475,409,883.4,1.19,14.2,36.8,410,345,2.6,500,2,0,44000,39600,8000,5600,57600,44800,40000,1960,6080,15,0,405,330,80,400,50,990,1192,250000,262000,705,720,865,135,95,795,135,330,245,65,795,505,475,35,285,63.5,59.7,6.9,475,40,0,90,340,345,250,95,0,0,435,410,0,15,0,0,435,265,25,65,40,45,"c(NA, NA)",84.1,0,0,1,1,1,1,1,1,1,1,0.27536231884058,399.159663865546,0.389153187440533
"122",122,"2021S05100628","Parry Sound",7.9543,35,"Parry Sound",6788,6321,7.4,3468,3160,853.4,7.95,32,52.8,3160,1675,2,2910,1.6,55,37600,34400,13400,6500,43840,34400,31800,9700,6320,650,355,3160,1865,1290,3160,800,1060,1225,352000,389600,1010,1152,5820,465,340,5550,1225,1755,1655,635,5550,3020,2740,285,2530,54.4,49.4,9.4,2740,350,0,360,2025,2020,1640,245,135,0,2385,2025,0,285,20,55,2385,1595,390,170,115,110,"c(NA, NA)",53,3,3,10,10,10,10,2,2,2,2,0.188118811881188,436.22641509434,0.465527401296405
"123",123,"2021S05100629","Peace River",5.0559,48,"Peace River",4264,4348,-1.9,2046,1723,843.4,5.06,12.8,35.2,1720,1085,2.4,1780,1.9,45,45600,41600,7350,6000,57300,45600,41200,1350,7300,810,350,1700,940,760,1700,280,1460,1564,3e+05,293500,1090,1234,3380,600,540,3250,635,1075,1025,375,3250,2375,2160,215,875,73.1,66.5,9.1,2160,220,0,390,1545,1545,1395,70,75,0,1935,1755,0,140,0,30,1935,1310,385,110,50,75,"c(NA, NA)",63.1,0,0,8,9,9,9,3,3,3,3,0.0970873786407767,404.347826086957,0.404080675422139
"124",124,"2021S05100645","Pinawa",2.1387,46,"Pinawa",1512,1441,4.9,755,684,707,2.14,41.7,60.8,680,590,2.1,925,1.8,5,46400,39600,13600,6400,49800,44000,38000,12100,6650,100,25,680,590,90,680,65,640,936,240000,251000,1200,1160,1295,175,20,1285,160,375,475,160,1285,545,505,40,745,42.4,39.3,7.3,505,95,0,40,370,365,225,70,65,10,405,345,0,35,10,15,405,190,85,75,20,35,"c(NA, NA)",86.8,0,0,1,1,1,1,0,0,0,0,0.383561643835616,352.803738317757,0.452380952380952
"125",125,"2021S05100646","Pincher Creek",4.0566,48,"Pincher Creek",3463,3523,-1.7,1607,1473,853.7,4.06,26,44.8,1475,1200,2.3,1630,1.9,30,38800,35600,11500,6000,50520,37600,34800,6700,5040,365,135,1480,1135,340,1480,255,920,1158,274000,268500,1050,1084,3015,310,245,2715,460,750,1030,360,2715,1530,1410,120,1185,56.4,51.9,7.8,1410,165,0,190,1050,1050,890,90,45,30,1240,1085,15,105,0,30,1240,850,150,110,30,105,"c(NA, NA)",81.4,2,3,4,4,4,4,2,2,2,2,0.152380952380952,395.812807881773,0.425353739532198
"126",126,"2021S05100661","Port Hawkesbury",4.9988,12,"Port Hawkesbury",2998,3004,-0.2,1441,1335,599.7,5,24.5,46.8,1335,750,2.2,1310,1.7,20,33600,30800,13600,6850,41600,30800,28800,10100,8100,110,35,1335,785,550,1335,200,785,934,150000,186400,800,832,2760,140,180,2535,365,745,995,305,2535,1445,1175,275,1090,57,46.4,19,1170,115,10,100,955,955,595,50,305,0,1050,895,10,110,0,45,1050,710,170,75,60,30,"c(NA, NA)",56.2,2,2,5,5,5,5,2,2,2,2,0.37696335078534,288.2,0.445296864576384
"127",127,"2021S05100681","Princeton",4.4771,59,"Princeton",2826,2745,3,1489,1346,631.2,4.48,29,52.8,1350,885,2,1435,1.7,15,35200,33200,14000,5560,48680,32000,29200,11900,5960,335,80,1345,995,350,1345,185,600,878,348000,342000,1020,1100,2465,235,215,2425,520,840,770,215,2425,1285,1145,140,1140,53,47.2,10.9,1145,110,0,115,915,910,790,65,55,0,1030,885,0,125,0,20,1030,570,310,75,30,45,"c(NA, NA)",65.6,1,1,1,1,1,1,1,1,1,1,0.131868131868132,332.366071428571,0.476291578202406
"128",128,"2021S05100683","Provost",2.0923,48,"Provost",1834,1945,-5.7,824,732,876.5,2.09,18,39.6,730,595,2.4,825,2,0,44000,39600,8500,5520,52550,44000,40000,1500,4480,60,35,740,595,150,740,90,880,1140,246000,247000,800,900,1625,110,120,1400,270,480,500,130,1400,1005,935,75,390,71.8,66.8,7.5,930,85,0,185,660,665,585,25,10,40,845,770,0,70,0,0,845,645,80,50,25,45,"c(NA, NA)",81.5,2,2,2,2,2,2,1,1,1,1,0.120300751879699,394.258373205742,0.399127589967285
"129",129,"2021S05100700","Revelstoke",12.2953,59,"Revelstoke",7709,7067,9.1,3414,3147,627,12.3,13.3,37.2,3150,2360,2.4,3825,1.7,35,44000,39600,9500,5480,52100,41200,36400,4960,6080,395,80,3185,2370,815,3185,515,1330,1438,675000,661000,1300,1460,6600,915,520,6560,740,1910,2300,1180,6560,4760,4290,475,1795,72.6,65.4,10,4285,500,0,740,3045,3045,2930,30,65,15,3785,2835,10,380,465,95,3785,2925,545,105,40,165,"c(NA, NA)",74.9,2,2,4,4,4,4,1,1,1,1,0.0377668308702791,277.560975609756,0.408224153586717
"130",130,"2021S05100708","Rimbey",3.6314,48,"Rimbey",2258,2349,-3.9,1065,973,621.8,3.63,30.8,48.4,975,675,2.2,1060,1.9,5,32800,31200,14300,5920,43080,31400,29800,8600,6040,145,0,985,700,280,985,190,820,1042,250000,269500,850,970,1965,150,135,1760,470,540,595,110,1760,885,760,130,875,50.3,43.2,14.7,760,55,10,170,520,520,420,65,30,0,695,590,0,90,10,0,695,465,90,75,10,55,"c(NA, NA)",69.2,1,1,5,5,5,5,2,2,2,2,0.192307692307692,293.388429752066,0.430912311780337
"131",131,"2021S05100716","Roblin",2.7143,46,"Roblin",1603,1614,-0.7,855,774,590.6,2.71,31.9,49.2,770,585,2,685,1.9,10,32400,30400,13400,5280,39200,30200,28200,10400,6750,345,70,775,545,235,780,80,484,648,150000,176000,660,660,1440,50,25,1260,345,470,370,65,1260,720,700,15,535,57.1,55.6,2.1,700,65,0,115,520,520,455,10,10,45,635,565,0,60,0,0,635,505,60,25,10,35,"c(NA, NA)",76,1,2,1,1,1,1,2,2,2,2,0.125,315.49815498155,0.48284466625078
"132",132,"2021S05100720","Rocky Mountain House",7.4676,48,"Rocky Mountain House",6518,6429,1.4,2972,2592,872.8,7.47,16.8,38.4,2590,1565,2.4,2825,1.9,60,42000,37600,9900,5560,59200,41600,37600,3800,5400,715,335,2585,1810,775,2585,395,1210,1346,280000,287200,1060,1150,5640,595,530,4925,1010,1480,1675,570,4925,3265,2780,485,1655,66.3,56.4,14.9,2780,315,0,500,1965,1960,1770,40,145,10,2460,2255,10,150,0,45,2460,1695,360,135,100,170,"c(NA, NA)",60.4,0,2,8,8,8,8,2,2,2,2,0.0969387755102041,397.858099062918,0.397667996317889
"133",133,"2021S05100724","Rosetown",1.8907,47,"Rosetown",2384,2331,2.3,1171,1064,1260.9,1.89,25.8,44,1065,840,2.2,1160,1.9,10,44400,40400,9400,6800,53800,42800,38000,5400,5200,95,30,1050,860,195,1050,145,870,1036,204000,222400,810,870,1965,310,285,1870,275,565,680,295,1870,1240,1185,50,630,66.3,63.4,4,1185,110,0,140,930,925,785,40,90,0,1070,940,0,120,10,0,1070,845,110,55,40,30,"c(NA, NA)",78.9,0,0,2,2,2,2,2,2,2,2,0.151351351351351,619.57671957672,0.446308724832215
"134",134,"2021S05100730","Russell",1.9012,46,"Russell",1622,1498,8.3,760,684,853.1,1.9,23.8,42.4,685,555,2.3,775,1.9,5,39200,34800,9200,5000,49200,37200,33600,4880,5120,245,55,665,510,155,665,90,800,940,2e+05,204000,800,820,1310,190,235,1235,275,420,355,155,1235,785,735,55,450,63.6,59.5,7,730,40,0,95,585,585,455,30,35,65,685,575,0,95,0,20,685,455,110,45,45,25,"c(NA, NA)",81,0,1,3,3,3,3,1,1,1,1,0.222222222222222,400,0.421701602959309
"135",135,"2021S05100744","Seaforth",2.7904,35,"Seaforth",2673,2680,-0.3,1248,1202,957.9,2.79,26.2,45.6,1200,965,2.2,1320,1.7,20,40800,36800,11100,5720,44440,39200,35600,6800,5120,75,20,1230,930,300,1230,180,980,1074,376000,396000,755,800,2500,160,110,2295,445,710,765,295,2295,1345,1240,105,950,58.6,54,7.8,1235,215,0,135,885,885,350,210,315,0,1020,935,10,55,0,15,1020,360,335,220,40,65,"c(NA, NA)",80.4,0,1,3,3,3,3,1,1,1,3,0.604519774011299,447.311827956989,0.449682005237561
"136",136,"2021S05100746","Senneterre",3.068,24,"Senneterre",2212,2239,-1.2,1211,1134,721,3.07,25.6,49.2,1135,585,1.9,930,1.7,5,34400,31400,13900,5480,42000,31200,28800,11100,5600,190,105,1125,630,495,1125,145,632,756,125000,132500,548,604,2080,0,20,1820,730,435,535,100,1820,940,875,70,880,51.6,48.1,7.4,870,45,0,110,715,715,475,130,100,10,825,665,0,110,10,40,825,525,65,30,90,110,"c(NA, NA)",51.5,0,0,0,0,0,0,1,1,1,1,0.335664335664336,394.462540716612,0.512658227848101
"137",137,"2021S05100749","Shaunavon",1.7346,47,"Shaunavon",1769,1699,4.1,918,794,1019.8,1.73,22.6,43.2,790,670,2.2,865,1.9,5,39600,35600,9800,5160,49520,37600,34400,4920,5600,100,30,790,555,235,790,75,760,892,180000,180000,800,860,1600,90,70,1390,235,560,450,125,1390,925,895,30,460,66.5,64.4,3.2,895,85,0,210,600,600,510,65,25,0,810,730,0,60,0,15,810,610,70,50,45,35,"c(NA, NA)",84.8,0,1,2,2,2,2,1,1,1,1,0.15,530.635838150289,0.448841153193895
"138",138,"2021S05100754","Shelburne",2.6019,12,"Shelburne",1439,1483,-3,821,708,553.1,2.6,27.8,50.4,710,435,2,660,1.8,15,32400,29600,14800,6240,38000,28000,26200,10800,6240,140,15,720,405,315,720,130,675,740,160000,2e+05,775,770,1375,65,70,1225,330,315,395,125,1225,635,570,65,585,51.8,46.5,10.2,575,75,0,115,380,380,195,160,15,0,495,435,0,55,0,10,495,355,70,40,25,15,"c(NA, NA)",61.3,1,1,4,4,4,4,1,1,1,2,0.486842105263158,315.769230769231,0.492008339124392
"139",139,"2021S05100756","Shellbrook",1.4085,47,"Shellbrook",1330,1277,4.2,626,594,944.3,1.41,29.4,47.6,590,495,2.2,640,1.8,10,43200,38800,11000,9900,48200,42400,38000,8200,7350,200,10,590,475,115,585,80,795,1044,2e+05,216000,720,860,1215,80,95,1090,180,435,315,135,1090,675,630,45,415,61.9,57.8,6.7,630,60,0,90,480,480,320,45,105,10,565,460,0,70,0,25,565,375,75,90,0,30,"c(NA, NA)",83.9,0,0,1,1,1,1,2,2,2,2,0.333333333333333,443.971631205674,0.446616541353383
"140",140,"2021S05100760","Shippagan",2.8378,13,"Shippagan",2189,2130,2.8,1043,979,771.4,2.84,28.8,51.2,980,610,2.1,850,1.6,25,36000,32800,15500,10000,44040,33600,30400,12700,10300,65,25,1005,645,360,1005,140,655,860,160000,180000,576,618,1945,35,85,1740,405,270,665,295,1740,1020,930,85,730,58.6,53.4,8.3,930,95,0,105,730,730,380,330,10,10,835,735,0,80,10,10,835,460,240,120,0,10,"c(NA, NA)",62.2,0,0,1,2,2,3,4,4,4,5,0.479452054794521,367.253521126761,0.447236180904523
"141",141,"2021S05100763","Sioux Lookout",6.3203,35,"Sioux Lookout",3781,2941,28.6,1724,1554,598.2,6.32,11.5,35.2,1550,940,2.4,1560,1.8,50,52400,47200,4760,6280,57950,48400,43600,1760,5920,1525,1295,1520,830,690,1520,215,1380,1384,250000,270500,1150,1144,3255,260,320,2945,660,750,950,385,2945,2090,1955,130,855,71,66.4,6.2,1955,300,0,120,1540,1535,1505,25,0,0,1655,1390,0,235,0,25,1655,1410,200,15,10,25,"c(NA, NA)",60.6,0,0,3,5,5,5,1,1,1,1,0.0195439739413681,272.784810126582,0.411002380322666
"142",142,"2021S05100764","Slave Lake",6.6252,48,"Slave Lake",6542,6155,6.3,2575,2312,987.4,6.63,9.3,34,2315,1165,2.8,2850,1.9,75,50400,45200,7050,5760,59250,49600,44400,1470,5480,1720,970,2320,1510,810,2320,405,1740,1710,320000,313200,1430,1428,5375,905,1225,4795,1045,1485,1470,580,4795,3610,3250,360,1185,75.3,67.8,10,3250,220,0,490,2540,2540,2370,90,80,10,3025,2690,10,265,15,45,3025,1990,700,100,75,155,"c(NA, NA)",50.3,1,1,8,8,8,8,2,2,2,2,0.0669291338582677,388.386123680241,0.353408743503516
"143",143,"2021S05100778","Springdale",3.7646,10,"Springdale",2182,2178,0.2,1081,980,579.6,3.76,26.3,51.2,980,735,2.2,1245,1.6,15,31600,29200,14400,8500,42160,29600,27200,12300,8700,60,10,960,675,290,965,100,548,764,190000,201600,770,775,2095,20,0,1790,590,410,590,115,1790,800,660,135,990,44.7,36.9,16.9,660,50,0,110,500,500,400,60,30,20,605,560,0,25,0,20,605,455,65,25,10,55,"c(NA, NA)",75,0,0,4,4,4,4,2,2,2,2,0.2,287.5,0.449129239230064
"144",144,"2021S05100779","Springhill",4.842,12,"Springhill",2654,2743,-3.2,1361,1235,548.1,4.84,26.5,50.4,1235,930,2.1,1115,1.6,25,32400,29800,13600,6000,38680,28800,27000,10700,6000,105,55,1230,855,380,1230,115,632,728,90000,106400,650,672,2510,30,65,2190,515,675,860,100,2190,1025,860,155,1170,46.8,39.3,15.1,860,80,0,85,695,695,435,225,25,20,780,720,0,60,0,0,780,405,210,110,25,30,"c(NA, NA)",75.3,0,0,3,3,3,3,1,1,1,3,0.37410071942446,281.198347107438,0.465335342878674
"145",145,"2021S05100784","Saint Andrews",2.5504,13,"Saint Andrews",1715,1511,13.5,920,789,672.4,2.55,32.7,56.8,790,620,2.1,930,1.7,10,40400,36000,13400,5480,52300,38000,33600,12000,6600,25,0,785,570,215,785,80,880,1076,3e+05,338000,890,920,1395,195,60,1425,115,295,485,345,1425,780,745,30,645,54.7,52.3,3.8,745,145,0,75,525,525,345,135,50,0,605,455,0,120,10,15,605,420,75,60,10,35,"c(NA, NA)",78.5,1,1,0,0,0,0,0,0,0,0,0.342857142857143,360.78431372549,0.460058309037901
"146",146,"2021S05100786","St. Anthony",4.5243,10,"St. Anthony",1986,2049,-3.1,943,842,439,4.52,29.4,51.6,845,670,2.2,1135,1.5,15,38800,34400,14400,10300,48760,38000,34400,11700,10900,130,30,845,655,190,845,75,596,812,174000,176000,800,810,1770,80,110,1660,330,445,620,155,1660,890,725,170,770,53.6,43.7,19.1,720,50,0,90,585,585,535,20,15,15,675,610,0,50,0,15,675,560,50,55,0,10,"c(NA, NA)",79.3,0,0,1,1,1,1,2,2,2,2,0.0854700854700855,208.628318584071,0.423967774420947
"147",147,"2021S05100796","St. Paul",5.0286,48,"St. Paul",5685,5728,-0.8,2390,2214,1130.5,5.03,20,38.4,2215,1570,2.4,2455,1.9,50,42000,38400,10400,6280,54050,41200,37600,4440,6000,1100,610,2205,1490,705,2205,420,1280,1366,276000,292400,1080,1186,4685,605,755,4175,840,1335,1290,535,4175,2675,2505,170,1500,64.1,60,6.4,2505,160,0,355,1985,1985,1615,285,75,10,2335,1985,0,305,10,30,2335,1585,340,220,100,100,"c(NA, NA)",70.9,1,1,7,7,7,7,2,2,2,2,0.18639798488665,475.149105367793,0.389445910290237
"148",148,"2021S05100797","Saint-Quentin",4.242,13,"Saint-Quentin",2141,2194,-2.4,1015,976,504.7,4.24,26.6,50.4,980,670,2.1,980,1.6,20,37200,33600,14100,6000,41280,34400,31200,10900,6240,75,30,980,635,340,975,120,755,904,130000,146500,624,634,1970,0,10,1680,540,375,565,155,1680,1070,895,170,610,63.7,53.3,15.9,900,105,0,150,640,635,375,225,20,20,790,735,0,40,0,15,790,610,110,30,0,35,"c(NA, NA)",68.4,0,0,2,2,2,2,1,1,1,1,0.409448818897638,239.38679245283,0.455861746847268
"149",149,"2021S05100798","St. Stephen",3.5738,13,"St. Stephen",3389,3233,4.8,1752,1598,948.3,3.57,25.8,48.4,1600,960,2.1,1520,1.7,25,33600,31000,12700,5040,41680,30000,27600,9800,5600,60,0,1580,955,625,1580,190,670,796,150000,166400,760,788,3005,275,150,2885,440,1010,895,345,2885,1640,1500,140,1245,56.8,52,8.5,1500,110,35,195,1165,1165,880,250,30,0,1355,1185,0,155,0,10,1355,995,190,125,20,30,"c(NA, NA)",60,0,1,10,10,11,12,2,2,2,2,0.244635193133047,490.756302521008,0.47152552375332
"150",150,"2021S05100801","Saint-Alexis-des-Monts",3.3683,24,"Saint-Alexis-des-Monts",1503,1546,-2.8,868,787,446.2,3.37,38.2,60,790,625,1.9,790,1.6,5,29200,27400,15400,5520,33320,27600,25600,12800,4240,25,10,840,595,240,835,100,416,572,150000,155500,548,572,1545,15,0,1400,625,340,385,45,1400,530,485,50,860,37.9,34.6,9.4,480,45,0,40,390,395,150,125,125,0,435,400,0,25,0,15,435,125,140,65,60,40,"c(NA, NA)",79.1,0,0,1,1,1,1,3,3,4,6,0.620253164556962,257.566765578635,0.523619427811045
"151",151,"2021S05100816","Saint-Damien-de-Buckland",1.5606,24,"Saint-Damien-de-Buckland",1206,1203,0.2,616,598,772.8,1.56,27.4,51.6,600,410,2,585,1.8,0,38000,34000,13500,4400,39700,34800,31400,10900,4520,40,15,595,390,205,595,50,608,688,150000,160000,500,516,1140,20,35,995,240,230,410,85,995,565,535,35,430,56.8,53.8,6.2,535,35,0,60,440,440,205,140,95,0,500,455,0,45,0,0,500,250,125,65,30,25,"c(NA, NA)",68.3,0,0,3,3,3,3,1,1,1,3,0.534090909090909,394.871794871795,0.495854063018242
"152",152,"2021S05100825","Saint-Gabriel",3.5402,24,"Saint-Gabriel",3068,2895,6,1653,1505,866.6,3.54,30.9,54.4,1505,860,1.9,1220,1.7,25,27200,25800,15000,5480,36360,23600,23000,11600,4240,30,0,1520,810,705,1520,285,710,786,190000,204800,572,571,2810,65,105,2455,825,580,850,150,2455,1215,1110,105,1240,49.5,45.2,8.6,1110,170,0,145,800,800,270,220,305,0,940,820,0,95,10,15,940,445,165,190,70,70,"c(NA, NA)",57.1,0,0,2,2,2,2,4,4,4,8,0.6625,466.949152542373,0.490547588005215
"153",153,"2021S05100840","Saint-Jean-Port-Joli",1.7126,24,"Saint-Jean-Port-Joli",1381,1407,-1.8,706,668,806.4,1.71,35.9,57.2,670,390,1.9,620,1.8,0,36400,32400,12800,4960,39700,34000,30400,10700,5280,0,0,670,375,290,670,55,528,716,2e+05,207000,548,608,1225,10,25,1110,215,245,465,120,1110,635,580,60,480,57.2,52.3,9.4,580,60,0,35,480,480,345,55,80,0,520,415,0,80,0,10,520,370,85,30,15,15,"c(NA, NA)",58.2,0,1,3,3,3,3,3,3,4,5,0.28125,412.865497076023,0.483707458363505
"154",154,"2021S05100849","Saint-Marc-des-CarriÃ¨res",2.6086,24,"Saint-Marc-des-Carrières",2005,2134,-6,963,927,768.6,2.61,27.4,50,925,625,2.1,970,1.8,5,37600,33200,13200,5840,43920,34800,31400,10600,5520,20,0,930,650,280,930,100,628,820,2e+05,207600,596,628,1865,65,40,1605,350,345,730,145,1605,910,855,55,695,56.7,53.3,6,855,120,0,90,645,645,255,255,135,0,735,720,0,10,0,0,735,370,180,70,85,25,"c(NA, NA)",67.6,1,1,1,1,1,1,2,4,5,8,0.604651162790698,368.965517241379,0.462344139650873
"155",155,"2021S05100850","Saint-Michel-des-Saints",1.7637,24,"Saint-Michel-des-Saints",1106,1131,-2.2,579,526,627.1,1.76,34.8,58.4,530,405,1.9,520,1.6,5,32400,29600,13900,5080,39800,29400,27000,11000,4440,55,40,575,355,215,570,70,468,598,154000,189000,584,665,985,30,0,920,350,200,360,0,920,475,430,45,450,51.6,46.7,9.5,435,50,0,90,290,290,255,20,15,0,385,295,0,75,0,10,385,285,35,15,0,45,"c(NA, NA)",76.4,0,0,0,0,0,0,1,1,1,2,0.120689655172414,328.977272727273,0.475587703435805
